location,year,deaths,LEKTIKO
SITHONIA MUNICIPALITY,2018,4,ΔΗΜΟΣ ΣΙΘΩΝΙΑΣ
MUNICIPALITY OF HOLY CITY OF MESSOLONGIOU,2018,4,ΔΗΜΟΣ ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓ
MUNICIPALITY OF IGOUMENITSA,2018,4,ΔΗΜΟΣ ΗΓΟΥΜΕΝΙΤΣΑΣ
MUNICIPALITY OF CHIOS,2018,4,ΔΗΜΟΣ ΧΙΟΥ
MUNICIPALITY OF LAMIE,2018,4,ΔΗΜΟΣ ΛΑΜΙΕΩΝ
MUNICIPALITY OF CORINTHION,2018,4,ΔΗΜΟΣ ΚΟΡΙΝΘΙΩΝ
LAVREOTIKI MUNICIPALITY,2018,5,ΔΗΜΟΣ ΛΑΥΡΕΩΤΙΚΗΣ
MUNICIPALITY OF ZAKYNTHUS,2018,5,ΔΗΜΟΣ ΖΑΚΥΝΘΟΥ
MUNICIPALITY OF ALEXANDROUPOLI,2018,5,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ
MUNICIPALITY OF ANDRAVIDAS - KILLINIS,2018,6,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ
MUNICIPALITY OF PYRGOS,2018,6,ΔΗΜΟΣ ΠΥΡΓΟΥ
LOKRON MUNICIPALITY,2018,6,ΔΗΜΟΣ ΛΟΚΡΩΝ
MUNICIPALITY OF NAFPLIEN,2018,6,ΔΗΜΟΣ ΝΑΥΠΛΙΕΩΝ
MUNICIPALITY OF AGRINI,2018,6,ΔΗΜΟΣ ΑΓΡΙΝΙΟΥ
MUNICIPALITY OF PIRAEUS,2018,6,ΔΗΜΟΣ ΠΕΙΡΑΙΩΣ
MUNICIPALITY OF TRIFILIA,2018,7,ΔΗΜΟΣ ΤΡΙΦΥΛΙΑΣ
MEGAREON MUNICIPALITY,2018,7,ΔΗΜΟΣ ΜΕΓΑΡΕΩΝ
MUNICIPALITY OF HERACLEIOU,2018,7,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MUNICIPALITY OF HERACLEIOU,2018,7,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MUNICIPALITY OF THERA,2018,7,ΔΗΜΟΣ ΘΗΡΑΣ
MUNICIPALITY OF CHANIA,2018,8,ΔΗΜΟΣ ΧΑΝΙΩΝ
MUNICIPALITY OF LESVO,2018,8,ΔΗΜΟΣ ΛΕΣΒΟΥ
MUNICIPALITY OF CHALKIS,2018,10,ΔΗΜΟΣ ΧΑΛΚΙΔΕΩΝ
MUNICIPALITY OF KO,2018,13,ΔΗΜΟΣ ΚΩ
PANGAI MUNICIPALITY,2018,14,ΔΗΜΟΣ ΠΑΓΓΑΙΟΥ
MUNICIPALITY OF RHODES,2018,20,ΔΗΜΟΣ ΡΟΔΟΥ
MUNICIPALITY OF ITHACA,2019,0,ΔΗΜΟΣ ΙΘΑΚΗΣ
MUNICIPALITY OF NIKOLAOS SKOUFAS,2019,0,ΔΗΜΟΣ ΝΙΚΟΛΑΟΥ ΣΚΟΥΦΑ
MUNICIPALITY OF KANTANO - SELINO,2019,0,ΔΗΜΟΣ ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ
MUNICIPALITY OF TILOS,2019,0,ΔΗΜΟΣ ΤΗΛΟΥ
MUNICIPALITY OF SOUTH PELIA,2019,0,ΔΗΜΟΣ ΝΟΤΙΟΥ ΠΗΛΙΟΥ
MUNICIPALITY OF LIPHS,2019,0,ΔΗΜΟΣ ΛΕΙΨΩΝ
MYLOPOTAM MUNICIPALITY,2019,0,ΔΗΜΟΣ ΜΥΛΟΠΟΤΑΜΟΥ
MUNICIPALITY OF FILIATON,2019,0,ΔΗΜΟΣ ΦΙΛΙΑΤΩΝ
MUNICIPALITY OF SIFNOS,2019,0,ΔΗΜΟΣ ΣΙΦΝΟΥ
FOLEGANDRO MUNICIPALITY,2019,0,ΔΗΜΟΣ ΦΟΛΕΓΑΝΔΡΟΥ
MUNICIPALITY OF NISYRO,2019,0,ΔΗΜΟΣ ΝΙΣΥΡΟΥ
ARRIANA MUNICIPALITY,2019,0,ΔΗΜΟΣ ΑΡΡΙΑΝΩΝ
MUNICIPALITY OF SIMI,2019,0,ΔΗΜΟΣ ΣΥΜΗΣ
ALONNIS MUNICIPALITY,2019,0,ΔΗΜΟΣ ΑΛΟΝΝΗΣΟΥ
MUNICIPALITY OF SKYRO,2019,0,ΔΗΜΟΣ ΣΚΥΡΟΥ
ALMYRO MUNICIPALITY,2019,0,ΔΗΜΟΣ ΑΛΜΥΡΟΥ
MUNICIPALITY OF PYDNAS - KOLINDROU,2019,0,ΔΗΜΟΣ ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ
MUNICIPALITY OF FAISTOS,2019,0,ΔΗΜΟΣ ΦΑΙΣΤΟΥ
MUNICIPALITY OF MILOS,2019,0,ΔΗΜΟΣ ΜΗΛΟΥ
MUNICIPALITY OF SITEIA,2019,0,ΔΗΜΟΣ ΣΗΤΕΙΑΣ
DIMOROS MUNICIPALITY,2019,0,ΔΗΜΟΣ ΞΗΡΟΜΕΡΟΥ
PATMOS MUNICIPALITY,2019,0,ΔΗΜΟΣ ΠΑΤΜΟΥ
LIMN MUNICIPALITY,2019,0,ΔΗΜΟΣ ΛΗΜΝΟΥ
MUNICIPALITY OF IETON,2019,0,ΔΗΜΟΣ ΙΗΤΩΝ
MUNICIPALITY OF DELPHI,2019,0,ΔΗΜΟΣ ΔΕΛΦΩΝ
KARYSTO MUNICIPALITY,2019,0,ΔΗΜΟΣ ΚΑΡΥΣΤΟΥ
MUNICIPALITY OF SYRO - HERMOUPOLI,2019,0,ΔΗΜΟΣ ΣΥΡΟΥ - ΕΡΜΟΥΠΟΛΗΣ
MUNICIPALITY OF NAXOS AND MIKRON KYKLADES,2019,0,ΔΗΜΟΣ ΝΑΞΟΥ ΚΑΙ ΜΙΚΡΩΝ ΚΥΚΛ
MUNICIPALITY OF SAINT BARBARA,2019,0,ΔΗΜΟΣ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ
MUNICIPALITY OF THERMAIKOU,2019,0,ΔΗΜΟΣ ΘΕΡΜΑΪΚΟΥ
MUNICIPALITY OF LEFKADA,2019,0,ΔΗΜΟΣ ΛΕΥΚΑΔΑΣ
MUNICIPALITY OF SAMOS,2019,0,ΔΗΜΟΣ ΣΑΜΟΥ
MUNICIPALITY OF ANTIPARA,2019,1,ΔΗΜΟΣ ΑΝΤΙΠΑΡΟΥ
MUNICIPALITY OF SKIATHO,2019,1,ΔΗΜΟΣ ΣΚΙΑΘΟΥ
MUNICIPALITY OF KARPATHOU,2019,1,ΔΗΜΟΣ ΚΑΡΠΑΘΟΥ
MUNICIPALITY OF PARGAS,2019,1,ΔΗΜΟΣ ΠΑΡΓΑΣ
MUNICIPALITY OF KISSAMOU,2019,1,ΔΗΜΟΣ ΚΙΣΣΑΜΟΥ
MUNICIPALITY OF ASTYPALAIA,2019,1,ΔΗΜΟΣ ΑΣΤΥΠΑΛΑΙΑΣ
MUNICIPALITY OF ALEXANDRIA,2019,1,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΕΙΑΣ
RIGA FERAI MUNICIPALITY,2019,1,ΔΗΜΟΣ ΡΗΓΑ ΦΕΡΑΙΟΥ
MUNICIPALITY OF AGIOS NIKOLAOUS,2019,1,ΔΗΜΟΣ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ
MUNICIPALITY OF LEVADEA,2019,1,ΔΗΜΟΣ ΛΕΒΑΔΕΩΝ
MUNICIPALITY OF DIRPHIA - MESSAPIA,2019,1,ΔΗΜΟΣ ΔΙΡΦΥΩΝ - ΜΕΣΣΑΠΙΩΝ
MUNICIPALITY OF WEST MANI,2019,1,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΜΑΝΗΣ
SITHONIA MUNICIPALITY,2019,1,ΔΗΜΟΣ ΣΙΘΩΝΙΑΣ
MUNICIPALITY OF MANTOUDIOU - LIMNIS - AGIAS ANNAS,2019,1,ΔΗΜΟΣ ΜΑΝΤΟΥΔΙΟΥ - ΛΙΜΝΗΣ -
MUNICIPALITY OF TINOS,2019,1,ΔΗΜΟΣ ΤΗΝΟΥ
MUNICIPALITY OF ANDROS,2019,1,ΔΗΜΟΣ ΆΝΔΡΟΥ
MUNICIPALITY OF THASOS,2019,1,ΔΗΜΟΣ ΘΑΣΟΥ
MUNICIPALITY OF LEROS,2019,1,ΔΗΜΟΣ ΛΕΡΟΥ
MUNICIPALITY OF PAROS,2019,1,ΔΗΜΟΣ ΠΑΡΟΥ
ARISTOTELI MUNICIPALITY,2019,1,ΔΗΜΟΣ ΑΡΙΣΤΟΤΕΛΗ
MUNICIPALITY OF KEFALONIA,2019,1,ΔΗΜΟΣ ΚΕΦΑΛΟΝΙΑΣ
MUNICIPALITY OF NEAS PROPONTIDAS,2019,1,ΔΗΜΟΣ ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ
MUNICIPALITY OF LAMIE,2019,1,ΔΗΜΟΣ ΛΑΜΙΕΩΝ
MUNICIPALITY OF ALEXANDROUPOLI,2019,1,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ
MUNICIPALITY OF HERACLEIOU,2019,1,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MUNICIPALITY OF HERACLEIOU,2019,1,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
SKOPELO MUNICIPALITY,2019,2,ΔΗΜΟΣ ΣΚΟΠΕΛΟΥ
MUNICIPALITY OF IKARIA,2019,2,ΔΗΜΟΣ ΙΚΑΡΙΑΣ
MUNICIPALITY OF STYLIDOS,2019,2,ΔΗΜΟΣ ΣΤΥΛΙΔΟΣ
MUNICIPALITY OF ARTAIA,2019,2,ΔΗΜΟΣ ΑΡΤΑΙΩΝ
MUNICIPALITY OF PYLOS - NESTOROS,2019,2,ΔΗΜΟΣ ΠΥΛΟΥ - ΝΕΣΤΟΡΟΣ
MUNICIPALITY OF DORIDOS,2019,2,ΔΗΜΟΣ ΔΩΡΙΔΟΣ
MUNICIPALITY OF AGIA,2019,2,ΔΗΜΟΣ ΑΓΙΑΣ
MUNICIPALITY OF SALAMINOS,2019,2,ΔΗΜΟΣ ΣΑΛΑΜΙΝΟΣ
MUNICIPALITY OF KALYMNIA,2019,2,ΔΗΜΟΣ ΚΑΛΥΜΝΙΩΝ
MUNICIPALITY OF ANDRAVIDAS - KILLINIS,2019,2,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ
MEGAREON MUNICIPALITY,2019,2,ΔΗΜΟΣ ΜΕΓΑΡΕΩΝ
MUNICIPALITY OF LOUTRAKI - AGION THEODORI,2019,2,ΔΗΜΟΣ ΛΟΥΤΡΑΚΙΟΥ - ΑΓΙΩΝ ΘΕ
MUNICIPALITY OF SARONIKO,2019,2,ΔΗΜΟΣ ΣΑΡΩΝΙΚΟΥ
EUROTA MUNICIPALITY,2019,3,ΔΗΜΟΣ ΕΥΡΩΤΑ
MUNICIPALITY OF PREVEZA,2019,3,ΔΗΜΟΣ ΠΡΕΒΕΖΑΣ
MUNICIPALITY OF MONEMVASIA,2019,3,ΔΗΜΟΣ ΜΟΝΕΜΒΑΣΙΑΣ
MUNICIPALITY OF EPIDAVUR,2019,3,ΔΗΜΟΣ ΕΠΙΔΑΥΡΟΥ
AMFILOHIA MUNICIPALITY,2019,3,ΔΗΜΟΣ ΑΜΦΙΛΟΧΙΑΣ
MUNICIPALITY OF KYMI - ALIVERIOU,2019,3,ΔΗΜΟΣ ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ
MUNICIPALITY OF ABDIRON,2019,3,ΔΗΜΟΣ ΑΒΔΗΡΩΝ
MUNICIPALITY OF AKTIOU - VONICSA,2019,3,ΔΗΜΟΣ ΆΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ
LOKRON MUNICIPALITY,2019,3,ΔΗΜΟΣ ΛΟΚΡΩΝ
MUNICIPALITY OF HERMIONIDA,2019,3,ΔΗΜΟΣ ΕΡΜΙΟΝΙΔΑΣ
MUNICIPALITY OF KASSANDRAS,2019,3,ΔΗΜΟΣ ΚΑΣΣΑΝΔΡΑΣ
MUNICIPALITY OF MARATHON,2019,3,ΔΗΜΟΣ ΜΑΡΑΘΩΝΟΣ
MUNICIPALITY OF THEBES,2019,3,ΔΗΜΟΣ ΘΗΒΑΙΩΝ
PANGAI MUNICIPALITY,2019,3,ΔΗΜΟΣ ΠΑΓΓΑΙΟΥ
APOKORON MUNICIPALITY,2019,4,ΔΗΜΟΣ ΑΠΟΚΟΡΩΝΟΥ
IERAPETRA MUNICIPALITY,2019,4,ΔΗΜΟΣ ΙΕΡΑΠΕΤΡΑΣ
MUNICIPALITY OF PYRGOS,2019,4,ΔΗΜΟΣ ΠΥΡΓΟΥ
MUNICIPALITY OF ISTIAIA - EDIPSO,2019,4,ΔΗΜΟΣ ΙΣΤΙΑΙΑΣ - ΑΙΔΗΨΟΥ
MUNICIPALITY OF NAFPLIEN,2019,4,ΔΗΜΟΣ ΝΑΥΠΛΙΕΩΝ
ERETRIA MUNICIPALITY,2019,4,ΔΗΜΟΣ ΕΡΕΤΡΙΑΣ
LAVREOTIKI MUNICIPALITY,2019,4,ΔΗΜΟΣ ΛΑΥΡΕΩΤΙΚΗΣ
MUNICIPALITY OF PEANIA,2019,4,ΔΗΜΟΣ ΠΑΙΑΝΙΑΣ
MUNICIPALITY OF MYKONOS,2019,4,ΔΗΜΟΣ ΜΥΚΟΝΟΥ
MUNICIPALITY OF SPATON - ARTEMIDOS,2019,4,ΔΗΜΟΣ ΣΠΑΤΩΝ - ΑΡΤΕΜΙΔΟΣ
MUNICIPALITY OF MARKOPOULO MESOGAIAS,2019,4,ΔΗΜΟΣ ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑ
MUNICIPALITY OF THERA,2019,4,ΔΗΜΟΣ ΘΗΡΑΣ
MUNICIPALITY OF KAVALAS,2019,4,ΔΗΜΟΣ ΚΑΒΑΛΑΣ
MUNICIPALITY OF CORINTHION,2019,4,ΔΗΜΟΣ ΚΟΡΙΝΘΙΩΝ
MUNICIPALITY OF PIRAEUS,2019,4,ΔΗΜΟΣ ΠΕΙΡΑΙΩΣ
MUNICIPALITY OF TRIFILIA,2019,5,ΔΗΜΟΣ ΤΡΙΦΥΛΙΑΣ
MUNICIPALITY OF IGOUMENITSA,2019,5,ΔΗΜΟΣ ΗΓΟΥΜΕΝΙΤΣΑΣ
MUNICIPALITY OF HOLY CITY OF MESSOLONGIOU,2019,5,ΔΗΜΟΣ ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓ
MUNICIPALITY OF TRIPOLI,2019,5,ΔΗΜΟΣ ΤΡΙΠΟΛΗΣ
MUNICIPALITY OF AGRINI,2019,5,ΔΗΜΟΣ ΑΓΡΙΝΙΟΥ
MUNICIPALITY OF ELLINIKOU - ARGYROUPOLI,2019,5,ΔΗΜΟΣ ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟ
MUNICIPALITY OF VARIS - VOULAS - VOULIAGMENI,2019,6,ΔΗΜΟΣ ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙ
OREIOKASTR MUNICIPALITY,2019,7,ΔΗΜΟΣ ΩΡΑΙΟΚΑΣΤΡΟΥ
MUNICIPALITY OF ZAKYNTHUS,2019,7,ΔΗΜΟΣ ΖΑΚΥΝΘΟΥ
DELTA MUNICIPALITY,2019,7,ΔΗΜΟΣ ΔΕΛΤΑ
MUNICIPALITY OF CHALKIS,2019,7,ΔΗΜΟΣ ΧΑΛΚΙΔΕΩΝ
MUNICIPALITY OF HERACLEIOU,2019,8,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MUNICIPALITY OF HERACLEIOU,2019,8,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
CORFU MUNICIPALITY,2019,8,ΔΗΜΟΣ ΚΕΡΚΥΡΑΣ
MUNICIPALITY OF LESVO,2019,8,ΔΗΜΟΣ ΛΕΣΒΟΥ
MUNICIPALITY OF HERSONIS,2019,9,ΔΗΜΟΣ ΧΕΡΣΟΝΗΣΟΥ
MUNICIPALITY OF KO,2019,9,ΔΗΜΟΣ ΚΩ
MUNICIPALITY OF CHANIA,2019,10,ΔΗΜΟΣ ΧΑΝΙΩΝ
MUNICIPALITY OF CHIOS,2019,10,ΔΗΜΟΣ ΧΙΟΥ
MUNICIPALITY OF RHODES,2019,13,ΔΗΜΟΣ ΡΟΔΟΥ
MUNICIPALITY OF MEGANISIOU,2020,0,ΔΗΜΟΣ ΜΕΓΑΝΗΣΙΟΥ
MUNICIPALITY OF ELAFONIS,2020,0,ΔΗΜΟΣ ΕΛΑΦΟΝΗΣΟΥ
MUNICIPALITY OF KYTHIRA,2020,0,ΔΗΜΟΣ ΚΥΘΗΡΩΝ
MUNICIPALITY OF ANGISTRIOU,2020,0,ΔΗΜΟΣ ΑΓΚΙΣΤΡΙΟΥ
HYDRA MUNICIPALITY,2020,0,ΔΗΜΟΣ ΎΔΡΑΣ
MUNICIPALITY OF POROS,2020,0,ΔΗΜΟΣ ΠΟΡΟΥ
AGIOS OROS (Municipality),2020,0,ΑΓΙΟ ΟΡΟΣ (Αυτοδιοίκητο)
MUNICIPALITY OF KIMOLO,2020,0,ΔΗΜΟΣ ΚΙΜΩΛΟΥ
MUNICIPALITY OF AGIOS EFSTRATIO,2020,0,ΔΗΜΟΣ ΑΓΙΟΥ ΕΥΣΤΡΑΤΙΟΥ
FISHING MUNICIPALITY,2020,0,ΔΗΜΟΣ ΨΑΡΩΝ
MUNICIPALITY OF OINOUSSE,2020,0,ΔΗΜΟΣ ΟΙΝΟΥΣΣΩΝ
MUNICIPALITY OF AGATHONISIOU,2020,0,ΔΗΜΟΣ ΑΓΑΘΟΝΗΣΙΟΥ
MEGISTIS MUNICIPALITY,2020,0,ΔΗΜΟΣ ΜΕΓΙΣΤΗΣ
MUNICIPALITY OF ITHACA,2020,0,ΔΗΜΟΣ ΙΘΑΚΗΣ
APOKORON MUNICIPALITY,2020,0,ΔΗΜΟΣ ΑΠΟΚΟΡΩΝΟΥ
AMORGO MUNICIPALITY,2020,0,ΔΗΜΟΣ ΑΜΟΡΓΟΥ
MUNICIPALITY OF KARPATHOU,2020,0,ΔΗΜΟΣ ΚΑΡΠΑΘΟΥ
MUNICIPALITY OF KYTHNO,2020,0,ΔΗΜΟΣ ΚΥΘΝΟΥ
MUNICIPALITY OF SIKINOS,2020,0,ΔΗΜΟΣ ΣΙΚΙΝΟΥ
ALMYRO MUNICIPALITY,2020,0,ΔΗΜΟΣ ΑΛΜΥΡΟΥ
ALONNIS MUNICIPALITY,2020,0,ΔΗΜΟΣ ΑΛΟΝΝΗΣΟΥ
MUNICIPALITY OF SIFNOS,2020,0,ΔΗΜΟΣ ΣΙΦΝΟΥ
MUNICIPALITY OF ANTIPARA,2020,0,ΔΗΜΟΣ ΑΝΤΙΠΑΡΟΥ
ARRIANA MUNICIPALITY,2020,0,ΔΗΜΟΣ ΑΡΡΙΑΝΩΝ
MUNICIPALITY OF SKIATHO,2020,0,ΔΗΜΟΣ ΣΚΙΑΘΟΥ
MUNICIPALITY OF FILIATON,2020,0,ΔΗΜΟΣ ΦΙΛΙΑΤΩΝ
MUNICIPALITY OF SIMI,2020,0,ΔΗΜΟΣ ΣΥΜΗΣ
MUNICIPALITY OF KISSAMOU,2020,0,ΔΗΜΟΣ ΚΙΣΣΑΜΟΥ
MUNICIPALITY OF MILOS,2020,0,ΔΗΜΟΣ ΜΗΛΟΥ
MUNICIPALITY OF KEAS,2020,0,ΔΗΜΟΣ ΚΕΑΣ
MUNICIPALITY OF IETON,2020,0,ΔΗΜΟΣ ΙΗΤΩΝ
MUNICIPALITY OF AGIOS NIKOLAOUS,2020,0,ΔΗΜΟΣ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ
MUNICIPALITY OF TINOS,2020,0,ΔΗΜΟΣ ΤΗΝΟΥ
MUNICIPALITY OF ANDROS,2020,0,ΔΗΜΟΣ ΆΝΔΡΟΥ
PATMOS MUNICIPALITY,2020,0,ΔΗΜΟΣ ΠΑΤΜΟΥ
MUNICIPALITY OF TRIFILIA,2020,0,ΔΗΜΟΣ ΤΡΙΦΥΛΙΑΣ
KARYSTO MUNICIPALITY,2020,0,ΔΗΜΟΣ ΚΑΡΥΣΤΟΥ
MEGAREON MUNICIPALITY,2020,0,ΔΗΜΟΣ ΜΕΓΑΡΕΩΝ
MUNICIPALITY OF DELPHI,2020,0,ΔΗΜΟΣ ΔΕΛΦΩΝ
MUNICIPALITY OF PAROS,2020,0,ΔΗΜΟΣ ΠΑΡΟΥ
MUNICIPALITY OF SYRO - HERMOUPOLI,2020,0,ΔΗΜΟΣ ΣΥΡΟΥ - ΕΡΜΟΥΠΟΛΗΣ
MUNICIPALITY OF KYMI - ALIVERIOU,2020,0,ΔΗΜΟΣ ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ
MUNICIPALITY OF IGOUMENITSA,2020,0,ΔΗΜΟΣ ΗΓΟΥΜΕΝΙΤΣΑΣ
MUNICIPALITY OF LEFKADA,2020,0,ΔΗΜΟΣ ΛΕΥΚΑΔΑΣ
MUNICIPALITY OF NIKOLAOS SKOUFAS,2020,1,ΔΗΜΟΣ ΝΙΚΟΛΑΟΥ ΣΚΟΥΦΑ
MUNICIPALITY OF SKYRO,2020,1,ΔΗΜΟΣ ΣΚΥΡΟΥ
MYLOPOTAM MUNICIPALITY,2020,1,ΔΗΜΟΣ ΜΥΛΟΠΟΤΑΜΟΥ
MUNICIPALITY OF PAXOS,2020,1,ΔΗΜΟΣ ΠΑΞΩΝ
MUNICIPALITY OF PARGAS,2020,1,ΔΗΜΟΣ ΠΑΡΓΑΣ
EUROTA MUNICIPALITY,2020,1,ΔΗΜΟΣ ΕΥΡΩΤΑ
MUNICIPALITY OF THASOS,2020,1,ΔΗΜΟΣ ΘΑΣΟΥ
MUNICIPALITY OF SITEIA,2020,1,ΔΗΜΟΣ ΣΗΤΕΙΑΣ
LIMN MUNICIPALITY,2020,1,ΔΗΜΟΣ ΛΗΜΝΟΥ
SKOPELO MUNICIPALITY,2020,1,ΔΗΜΟΣ ΣΚΟΠΕΛΟΥ
MUNICIPALITY OF ABDIRON,2020,1,ΔΗΜΟΣ ΑΒΔΗΡΩΝ
MUNICIPALITY OF AGIA,2020,1,ΔΗΜΟΣ ΑΓΙΑΣ
MUNICIPALITY OF KALYMNIA,2020,1,ΔΗΜΟΣ ΚΑΛΥΜΝΙΩΝ
MUNICIPALITY OF WEST MANI,2020,1,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΜΑΝΗΣ
DIMOROS MUNICIPALITY,2020,1,ΔΗΜΟΣ ΞΗΡΟΜΕΡΟΥ
MUNICIPALITY OF DORIDOS,2020,1,ΔΗΜΟΣ ΔΩΡΙΔΟΣ
MUNICIPALITY OF NAFPLIEN,2020,1,ΔΗΜΟΣ ΝΑΥΠΛΙΕΩΝ
PANGAI MUNICIPALITY,2020,1,ΔΗΜΟΣ ΠΑΓΓΑΙΟΥ
SITHONIA MUNICIPALITY,2020,1,ΔΗΜΟΣ ΣΙΘΩΝΙΑΣ
ARISTOTELI MUNICIPALITY,2020,1,ΔΗΜΟΣ ΑΡΙΣΤΟΤΕΛΗ
MUNICIPALITY OF KEFALONIA,2020,1,ΔΗΜΟΣ ΚΕΦΑΛΟΝΙΑΣ
MUNICIPALITY OF AKTIOU - VONICSA,2020,1,ΔΗΜΟΣ ΆΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ
MUNICIPALITY OF TRIPOLI,2020,1,ΔΗΜΟΣ ΤΡΙΠΟΛΗΣ
MUNICIPALITY OF HERMIONIDA,2020,1,ΔΗΜΟΣ ΕΡΜΙΟΝΙΔΑΣ
MUNICIPALITY OF SAINT BARBARA,2020,1,ΔΗΜΟΣ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ
MUNICIPALITY OF PEANIA,2020,1,ΔΗΜΟΣ ΠΑΙΑΝΙΑΣ
MUNICIPALITY OF ZAKYNTHUS,2020,1,ΔΗΜΟΣ ΖΑΚΥΝΘΟΥ
MUNICIPALITY OF MARKOPOULO MESOGAIAS,2020,1,ΔΗΜΟΣ ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑ
LAVREOTIKI MUNICIPALITY,2020,1,ΔΗΜΟΣ ΛΑΥΡΕΩΤΙΚΗΣ
MUNICIPALITY OF LOUTRAKI - AGION THEODORI,2020,1,ΔΗΜΟΣ ΛΟΥΤΡΑΚΙΟΥ - ΑΓΙΩΝ ΘΕ
MUNICIPALITY OF KAVALAS,2020,1,ΔΗΜΟΣ ΚΑΒΑΛΑΣ
MUNICIPALITY OF HERACLEIOU,2020,1,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MUNICIPALITY OF HERACLEIOU,2020,1,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ
MUNICIPALITY OF PYDNAS - KOLINDROU,2020,2,ΔΗΜΟΣ ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ
MUNICIPALITY OF SOUTH PELIA,2020,2,ΔΗΜΟΣ ΝΟΤΙΟΥ ΠΗΛΙΟΥ
MUNICIPALITY OF MANTOUDIOU - LIMNIS - AGIAS ANNAS,2020,2,ΔΗΜΟΣ ΜΑΝΤΟΥΔΙΟΥ - ΛΙΜΝΗΣ -
MUNICIPALITY OF STYLIDOS,2020,2,ΔΗΜΟΣ ΣΤΥΛΙΔΟΣ
MUNICIPALITY OF SALAMINOS,2020,2,ΔΗΜΟΣ ΣΑΛΑΜΙΝΟΣ
MUNICIPALITY OF EPIDAVUR,2020,2,ΔΗΜΟΣ ΕΠΙΔΑΥΡΟΥ
MUNICIPALITY OF LEVADEA,2020,2,ΔΗΜΟΣ ΛΕΒΑΔΕΩΝ
MUNICIPALITY OF LEROS,2020,2,ΔΗΜΟΣ ΛΕΡΟΥ
MUNICIPALITY OF ISTIAIA - EDIPSO,2020,2,ΔΗΜΟΣ ΙΣΤΙΑΙΑΣ - ΑΙΔΗΨΟΥ
MUNICIPALITY OF CHIOS,2020,2,ΔΗΜΟΣ ΧΙΟΥ
AMFILOHIA MUNICIPALITY,2020,2,ΔΗΜΟΣ ΑΜΦΙΛΟΧΙΑΣ
MUNICIPALITY OF MARATHON,2020,2,ΔΗΜΟΣ ΜΑΡΑΘΩΝΟΣ
MUNICIPALITY OF NAXOS AND MIKRON KYKLADES,2020,2,ΔΗΜΟΣ ΝΑΞΟΥ ΚΑΙ ΜΙΚΡΩΝ ΚΥΚΛ
MUNICIPALITY OF THEBES,2020,2,ΔΗΜΟΣ ΘΗΒΑΙΩΝ
MUNICIPALITY OF MYKONOS,2020,2,ΔΗΜΟΣ ΜΥΚΟΝΟΥ
OREIOKASTR MUNICIPALITY,2020,2,ΔΗΜΟΣ ΩΡΑΙΟΚΑΣΤΡΟΥ
MUNICIPALITY OF AGRINI,2020,2,ΔΗΜΟΣ ΑΓΡΙΝΙΟΥ
IERAPETRA MUNICIPALITY,2020,3,ΔΗΜΟΣ ΙΕΡΑΠΕΤΡΑΣ
MUNICIPALITY OF HERSONIS,2020,3,ΔΗΜΟΣ ΧΕΡΣΟΝΗΣΟΥ
